Titre,Origine,Source Statuts,Age Rating,Date de sortie,Total Chapter,Type,Genres,Image 
"
High School Debut
",Japon,Terminé,+12ans,2004,15,Shōjo,"Drame,SchoolLife,Comédie,Romance,Adolescence",https://www.japscan.me/imgs/mangas/high-school-debut.jpg
"
Highschool Lunch Dad
",CoréeDuSud,EnCours,+14ans,2021,22,Seinen,"Surnaturel,Action,SliceOfLife",https://www.japscan.me/imgs/mangas/highschool-lunch-dad.jpg
"
Highschool Of The Dead
",Japon,Abondonné,+14ans,2006,7,Shōnen,"Drame,Mature,Surnaturel,Ecchi,Action,Horreur,Romance,Harem",https://www.japscan.me/imgs/mangas/highschool-of-the-dead.jpg
"
Highschool Of The Dead - Edition Couleur
",Japon,Abondonné,+14ans,2007,7,"Seinen,Shounen","Suspense,Fantastique,Ecchi,Action,Gore,Maladie,Zombies",https://www.japscan.me/imgs/mangas/highschool-of-the-dead-edition-couleur.jpg
"
High School Samurai
",Japon,Terminé,+14ans,2006,15,Shōnen,"Drame,SchoolLife,Ecchi,Action,Comédie,Romance,Harem,ArtsMartiaux,Samourai,SliceOfLife",https://www.japscan.me/imgs/mangas/high-school-samurai.jpg
"
High School Taoist
",Chine,EnCours,+14ans,2020,56,null,"Drame,SchoolLife,Ecchi,Action,Comédie,Romance,Harem,ArtsMartiaux,Samourai,SliceOfLife",https://www.japscan.me/imgs/mangas/high-school-taoist.jpg
"
Higurashi No Naku Koro Ni – Arc 6: Le Purgatoire
",Japon,EnCours,+14ans,2006,4,Seinen,"Drame,Mystère,Psychologique,Surnaturel",https://www.japscan.me/imgs/mangas/higurashi-no-naku-koro-ni-arc-6-le-purgatoire.jpg
"
Higurashi No Naku Koro Ni - Himatsubushi-Hen
",Japon,Terminé,+14ans,2006,9,"Shōnen,Seinen","Drame,Mystère,Psychologique,Surnaturel,Horreur,Tragédie",https://www.japscan.me/imgs/mangas/higurashi-no-naku-koro-ni-himatsubushi-hen.jpg
"
Higurashi No Naku Koro Ni Kai - Meakashi-Hen
",Japon,Terminé,+14ans,2006,4,Shōnen,"Drame,Mystère,Surnaturel,Tragique,Horreur,Gore,Tragédie,Psychologie,Mort,Vengeance,Thriller,Malédiction,Police",https://www.japscan.me/imgs/mangas/higurashi-no-naku-koro-ni-kai-meakashi-hen.jpg
"
Higurashi No Naku Koro Ni - Tatarigoroshi Hen
",Japon,Terminé,null,2005,4,Shōnen,"Fantastique,Drame,Mystère,Surnaturel,Horreur,Tragédie,Psychologie",https://www.japscan.me/imgs/mangas/higurashi-no-naku-koro-ni-tatarigoroshi-hen.jpg
"
Higurashi No Naku Koro Ni - Watanagashihen
",Japon,Terminé,+14ans,2005,2,Shōnen,"Fantastique,Drame,Mystère,Surnaturel,Tragique,Horreur,Psychologie",https://www.japscan.me/imgs/mangas/higurashi-no-naku-koro-ni-watanagashihen.jpg
"
Hiiragi-San Chi No Kyuuketsu Jijou
",Japon,EnCours,+14ans,2021,9,Shōnen,"Drame,Mystère,SchoolLife,Surnaturel,TrancheDeVie,Comédie,Romance,Famille,Harem,Vampires,Secrets",https://www.japscan.me/imgs/mangas/hiiragi-san-chi-no-kyuuketsu-jijou.jpg
"
Hikari No Densetsu
",Japon,Terminé,+12ans,1985,8,Shōjo,"Sport,Romance,Nostalgie,Musique,SliceOfLife",https://www.japscan.me/imgs/mangas/hikari-no-densetsu.jpg
"
Hikari No Pansy
",Japon,EnCours,null,1988,8,Shōjo,"Drame,Comédie,Historique,Romance",https://www.japscan.me/imgs/mangas/hikari-no-pansy.jpg
"
Hikari To Tomo Ni...: Jiheishouji Wo Kakaete
",Japon,EnCours,+14ans,2000,13,Josei,"Drame,Psychologique,SliceOfLife",https://www.japscan.me/imgs/mangas/hikari-to-tomo-ni-jiheishouji-wo-kakaete.jpg
"
Hikaru No Go
",Japon,Terminé,+12ans,1999,23,Shōnen,"Fantastique,Drame,Psychologique,Surnaturel,Sport,Comédie,Ecole,Jeu,Traditions,SliceOfLife",https://www.japscan.me/imgs/mangas/hikaru-no-go.jpg
"
Hime-Chan No Ribbon Colorful
",Japon,EnCours,+12ans,2009,5,Shōjo,"Comédie,Ecole,Magie,Romance,Fantasy",https://www.japscan.me/imgs/mangas/hime-chan-no-ribbon-colorful.jpg
"
Himegimi No Tsukurikata
",Japon,Terminé,+12ans,2008,2,Shōjo,"Drame,SchoolLife,Comédie",https://www.japscan.me/imgs/mangas/himegimi-no-tsukurikata.jpg
"
Himegimi To Sanbiki No Kemono
",Japon,Terminé,+12ans,2008,4,Shōjo,"Fantastique,Action,Aventure,Romance,Fantasy,HaremInversé",https://www.japscan.me/imgs/mangas/himegimi-to-sanbiki-no-kemono.jpg
"
Himekei Doll
",Japon,Terminé,+12ans,2007,4,Shōjo,"SchoolLife,Comédie,Ecole,Romance,Smut,SliceOfLife",https://www.japscan.me/imgs/mangas/himekei-doll.jpg
"
Himekishi Ga Classmate!
",Japon,EnCours,+14ans,2015,9,Seinen,"Drame,Action,Aventure,Harem,Isekai,Fantasy,Loli",https://www.japscan.me/imgs/mangas/himekishi-ga-classmate.jpg
"
Himitsu No Juliet
",Japon,EnCours,+14ans,2015,8,Josei,"Action,TrancheDeVie,Comédie,Romance",https://www.japscan.me/imgs/mangas/himitsu-no-juliet.jpg
"
Himitsu Sentai Momoider
",Japon,Terminé,+12ans,2007,1,Seinen,"Action,Comédie,Monstres,Super-héros,Aliens,Parodie,WTF,Police,OrganisationsSecrètes",https://www.japscan.me/imgs/mangas/himitsu-sentai-momoider.jpg
"
Himizu
",Japon,Terminé,+14ans,2001,4,Seinen,"Drame,Mature,Emotion,Horreur,TrancheDeVie,Comédie,Tragédie,Psychologie,Mort",https://www.japscan.me/imgs/mangas/himizu.jpg
"
Himouto! Umaru-Chan
",Japon,EnCours,+14ans,2013,13,Seinen,"SchoolLife,Comédie,Ecole,Quotidien,JeuxVidéo,Otaku,SliceOfLife",https://www.japscan.me/imgs/mangas/himouto-umaru-chan.jpg
"
Hinamatsuri
",Japon,EnCours,+14ans,2010,13,Seinen,"SchoolLife,Surnaturel,Comédie,Science-fiction,Quotidien,Yakuza,Fantasy,SliceOfLife",https://www.japscan.me/imgs/mangas/hinamatsuri.jpg
"
Hinekure Shisho No Mikaiketsu Jikenroku
",Japon,EnCours,+14ans,2011,11.5,Shōjo,"Mystère,Surnaturel",https://www.japscan.me/imgs/mangas/hinekure-shisho-no-mikaiketsu-jikenroku.jpg
"
Hinomaru Zumou
",Japon,EnCours,+12ans,2014,28,Shōnen,"Drame,SchoolLife,Action,Sport,TrancheDeVie,Club,Ecole,Lycée,ArtsMartiaux,Sumo",https://www.japscan.me/imgs/mangas/hinomaru-zumou.jpg
"
Hinowa Ga Crush!
",Japon,EnCours,null,2017,28,Seinen,"Drame,Action,Combats,Guerre,BatailleNavale,Fantasy,FillesEtPistolets",https://www.japscan.me/imgs/mangas/hinowa-ga-crush.jpg
"
Hiota No Kanojo Ga Ore No Motteru Eroge Ni Kyoumi Shinshin Nanda Ga......
",Japon,EnCours,+14ans,2016,19,Shounen,"SchoolLife,Ecchi,Comédie,Romance,Harem",https://www.japscan.me/imgs/mangas/hiota-no-kanojo-ga-ore-no-motteru-eroge-ni-kyoumi-shinshin-nanda-ga.jpg
"
Hipira
",Japon,Terminé,+10ans,2002,1,Shōnen,"Fantastique,Humour",https://www.japscan.me/imgs/mangas/hipira.jpg
"
Hiraheishi Wa Kako O Yumemiru
",Japon,EnCours,+12ans,2016,4,Shōnen,"Fantastique,Drame,Surnaturel,Démons,Action,Aventure,Romance,Réincarnation,VoyageTemporel,TimeTravel",https://www.japscan.me/imgs/mangas/hiraheishi-wa-kako-o-yumemiru.jpg
"
Hiren Trip
",Japon,Terminé,+12ans,2013,2,Shōjo,"Drame,SchoolLife,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/hiren-trip.jpg
"
Hirotta Nazo Seibutsu No Kansatsu Nikki
",Japon,EnCours,+14ans,2022,65,Seinen,"Drame,Psychologique,Surnaturel,Horreur",https://www.japscan.me/imgs/mangas/hirotta-nazo-seibutsu-no-kansatsu-nikki.jpg
"
Hiroware Koneko To Moto Yakuza
",Japon,EnCours,+12ans,2021,2,Shōnen,"TrancheDeVie,Comédie,Mafia,Animaux,SliceOfLife",https://www.japscan.me/imgs/mangas/hiroware-koneko-to-moto-yakuza.jpg
"
Hiru To Yoru No Oishii Jikan
",Japon,Terminé,+12ans,2018,13.5,null,"TrancheDeVie,Comédie,Mafia,Animaux,SliceOfLife",https://www.japscan.me/imgs/mangas/hiru-to-yoru-no-oishii-jikan.jpg
"
His 10,000 Romantic Traps
",Chine,EnCours,+14ans,2019,119,Shōjo,"Comédie,Romance,Amour,Webtoon",https://www.japscan.me/imgs/mangas/his-10-000-romantic-traps.jpg
"
His Favorite
",Japon,EnCours,+16ans,2008,11,"Yaoi,ShounenAi","SchoolLife,TrancheDeVie,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/his-favorite.jpg
"
His Fruitless Efforts On Love
",Japon,EnCours,+16ans,2020,3,null,"SchoolLife,TrancheDeVie,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/his-fruitless-efforts-on-love.jpg
"
His Highness, Don't Leave! I Will Lose Weight For You!
",Japon,EnCours,+16ans,2019,8,Shōjo,"Comédie,Historique,Romance,Isekai,Réincarnation,Webtoon,Medical",https://www.japscan.me/imgs/mangas/his-highness-don-t-leave-i-will-lose-weight-for-you.jpg
"
His Majesty Doesn't Want To Be Too Bossy
",Chine,EnCours,+16ans,2020,33,null,"Comédie,Historique,Romance,Isekai,Réincarnation,Webtoon,Medical",https://www.japscan.me/imgs/mangas/his-majesty-doesn-t-want-to-be-too-bossy.jpg
"
His Majesty Is A Beast All Of A Sudden
",Japon,EnCours,+14ans,2022,8,Josei,"Drame,Romance,Fantasy",https://www.japscan.me/imgs/mangas/his-majesty-is-a-beast-all-of-a-sudden.jpg
"
Hisoka
",Japon,EnCours,+14ans,null,00,Josei,"Drame,Romance,Fantasy",https://www.japscan.me/imgs/mangas/hisoka.jpg
"
Hisshou Dungeon Unei Houhou
",Japon,EnCours,+14ans,2017,11,"Shōnen,Seinen","Drame,Mature,Ecchi,Action,Comédie,Aventure,Romance,Harem,Isekai,Fantasy",https://www.japscan.me/imgs/mangas/hisshou-dungeon-unei-houhou.jpg
"
Histoire Des 3 Adolf
",Japon,Terminé,+14ans,1985,4,Seinen,"Drame,Guerre,Historique,Tragédie,Enquête,Crime",https://www.japscan.me/imgs/mangas/histoire-des-3-adolf.jpg
"
Histoires Courtes
",Japon,Terminé,+10ans,1984,3,Shōnen,"Action,Comédie,Aventure,Science-fiction,Humour,Fantasy,HistoiresCourtes",https://www.japscan.me/imgs/mangas/histoires-courtes.jpg
"
Histoires Courtes De Naoki Urasawa
",Japon,Terminé,+14ans,1998,1,Seinen,"Suspense,HistoiresCourtes",https://www.japscan.me/imgs/mangas/histoires-courtes-de-naoki-urasawa.jpg
"
Histoires De Fantômes Chelous
",CoréeDuSud,Terminé,+14ans,2017,65,Seinen,"Drame,Surnaturel,Comédie,Fantômes,Webtoon",https://www.japscan.me/imgs/mangas/histoires-de-fantomes-chelous.jpg
"
Histoires De Femmes
",Japon,Terminé,+14ans,1992,3,Josei,"Drame,TrancheDeVie,Romance,HistoiresCourtes",https://www.japscan.me/imgs/mangas/histoires-de-femmes.jpg
"
Histoires De Kisaeng
",CoréeDuSud,EnCours,+16ans,2009,3,"Shōjo,Seinen","Drame,Mature,Aventure,Historique,Romance,Sonyun-Manhwa,SliceOfLife",https://www.japscan.me/imgs/mangas/histoires-de-kisaeng.jpg
"
Historie
",Japon,EnCours,null,2004,3,Seinen,"Drame,Mature,Psychologique,Gore,Militaire,Aventure,Historique,Histoire,Culture",https://www.japscan.me/imgs/mangas/historie.jpg
"
History At The Library (Promo Novel)
",CoréeDuSud,EnCours,null,null,0,Seinen,"Drame,Mature,Psychologique,Gore,Militaire,Aventure,Historique,Histoire,Culture",https://www.japscan.me/imgs/mangas/history-at-the-library-promo-novel.jpg
"
History Of Three States
",CoréeDuSud,EnCours,+14ans,2021,3,Shōnen,"Action,Aventure,Historique,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/history-of-three-states.jpg
"
Hitman
",Japon,EnCours,+12ans,2018,13,Shounen,"Drame,TrancheDeVie,Comédie,Romance,Quotidien,Travail",https://www.japscan.me/imgs/mangas/hitman.jpg
"
Hitman - Part Time Killer
",Japon,Abondonné,null,2005,13,Seinen,"Suspense,Drame,Mature,Psychologique,Ecchi,Action,Comédie,Romance,Tragédie,Psychologie,Smut",https://www.japscan.me/imgs/mangas/hitman-part-time-killer.jpg
"
Hitogatana
",Japon,EnPause,+12ans,2009,20,Shōnen,"Drame,Psychologique,Surnaturel,Action,Tragédie,Science-fiction,Psychologie,Mechas,ArtsMartiaux",https://www.japscan.me/imgs/mangas/hitogatana.jpg
"
Hitohira
",Japon,EnCours,+12ans,2005,3,"Seinen,Josei","Drame,SchoolLife,Comédie,Club,Ecole,Amitié,SliceOfLife",https://www.japscan.me/imgs/mangas/hitohira.jpg
"
Hito Hitori Futari
",Japon,Terminé,+14ans,2011,8,Seinen,"Suspense,Fantastique,Drame,Psychologique,Surnaturel,Tragique,Action",https://www.japscan.me/imgs/mangas/hito-hitori-futari.jpg
"
Hitomi-Chan Wa Hito Mishiri
",Japon,EnCours,+14ans,2018,43,Shōnen,"SchoolLife,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/hitomi-chan-wa-hito-mishiri.jpg
"
Hitomi - Tenkuu No Escaflowne
",Japon,EnPause,+12ans,1996,7,Shōjo,"Drame,Action,Aventure,Romance,Mechas,Isekai,Fantasy",https://www.japscan.me/imgs/mangas/hitomi-tenkuu-no-escaflowne.jpg
"
Hitoribocchi No Marumaru Seikatsu
",Japon,EnPause,+12ans,2013,6,Seinen,"SchoolLife,Comédie,Ecole,Amitié,Quotidien,Yonkoma,SliceOfLife",https://www.japscan.me/imgs/mangas/hitoribocchi-no-marumaru-seikatsu.jpg
"
Hitorimi Haduki San To
",Japon,EnCours,+12ans,2011,4,Shōnen,"Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hitorimi-haduki-san-to.jpg
"
Hitori No Shita: The Outcast
",Chine,EnCours,+15ans,2014,6,Seinen,"Fantastique,Drame,Mystère,Surnaturel,Action,Comédie,Aventure,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/hitori-no-shita-the-outcast.jpg
"
Hitpoint
",CoréeDuSud,EnCours,+14ans,2020,5,Shōnen,"Fantastique,Mystère,Surnaturel,Action,Aventure,Combats,ArtsMartiaux,Survival,Webtoon,Webcomic,TimeTravel,FullColor",https://www.japscan.me/imgs/mangas/hitpoint.jpg
"
Hitsugime No Chaika
",Japon,EnPause,+12ans,2011,4,Shōnen,"Fantastique,Drame,Ecchi,Action,Comédie,Aventure,Romance,Fantasy",https://www.japscan.me/imgs/mangas/hitsugime-no-chaika.jpg
"
Hitsugime No Chaikakka
",Japon,Terminé,null,2011,4,Shōnen,"Comédie,Fantasy",https://www.japscan.me/imgs/mangas/hitsugime-no-chaikakka.jpg
"
Hitsuji No Namida
",Japon,Terminé,+12ans,2001,7,Shōjo,"Drame,Comédie,Romance",https://www.japscan.me/imgs/mangas/hitsuji-no-namida.jpg
"
Hive
",CoréeDuSud,EnCours,+12ans,2014,72,Seinen,"Mature,Psychologique,Action,Horreur,Science-fiction,Psychologie",https://www.japscan.me/imgs/mangas/hive.jpg
"
Hiyokoi
",Japon,Terminé,+12ans,2010,14,Shōjo,"Drame,SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hiyokoi.jpg
"
HK - Cycle
",Japon,EnCours,+16ans,2004,4,Shōnen,"Action,Science-fiction",https://www.japscan.me/imgs/mangas/hk-cycle.jpg
"
Hoarding In Hell
",CoréeDuSud,EnCours,+14ans,2021,40,Shōnen,"Fantastique,Drame,Action,Aventure,Monstres,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/hoarding-in-hell.jpg
"
Hokenshitsu No Shinigami
",Japon,Terminé,+12ans,2009,10,Shōnen,"Drame,SchoolLife,Surnaturel,Action,Comédie,Aventure",https://www.japscan.me/imgs/mangas/hokenshitsu-no-shinigami.jpg
"
Hokusai
",Japon,Terminé,+16ans,1987,1,Seinen,"TrancheDeVie,Historique",https://www.japscan.me/imgs/mangas/hokusai.jpg
"
Hokuto No Ken - Ken Fist Of The Blue Sky
",Japon,Terminé,+16ans,2001,22,Shōnen,"Action,Militaire,Comédie,Aventure,Guerre,Romance,Histoire,ArtsMartiaux",https://www.japscan.me/imgs/mangas/hokuto-no-ken-ken-fist-of-the-blue-sky.jpg
"
Hokuto No Ken - Ken Le Survivant
",Japon,Terminé,+14ans,1983,27,Shōnen,"Drame,Mature,Surnaturel,Post-Apocalyptique,Action,Gore,Aventure,Combats,Guerre,Tragédie,Science-fiction,Post-apocalypse,ArtsMartiaux,Nostalgie",https://www.japscan.me/imgs/mangas/hokuto-no-ken-ken-le-survivant.jpg
"
Hokuto No Ken - La Legende De Raoh
",Japon,Terminé,+14ans,2006,5,Shōnen,"Mature,Action,Aventure,ArtsMartiaux",https://www.japscan.me/imgs/mangas/hokuto-no-ken-la-legende-de-raoh.jpg
"
Hokuto No Ken - La Légende De Toki
",Japon,Terminé,+14ans,2007,6,Shōnen,"Action,Aventure,ArtsMartiaux",https://www.japscan.me/imgs/mangas/hokuto-no-ken-la-legende-de-toki.jpg
"
Holy Ancestor
",Chine,EnCours,+14ans,2018,189,Shōnen,"Fantastique,Action,Aventure,Romance,Harem,Isekai,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/holy-ancestor.jpg
"
Holy Chef, Crazy Empress
",Chine,EnCours,+14ans,2018,3,null,"Fantastique,Action,Aventure,Romance,Harem,Isekai,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/holy-chef-crazy-empress.jpg
"
Holy Glory
",Japon,Terminé,+14ans,2009,4,Shōnen,"Surnaturel,Action,Aventure,Fantasy",https://www.japscan.me/imgs/mangas/holy-glory.jpg
"
Holyland
",Japon,Terminé,+14ans,2000,18,"Shōnen,Seinen","Drame,Psychologique,Action,Aventure,Romance,Psychologie,ArtsMartiaux,Délinquants",https://www.japscan.me/imgs/mangas/holyland.jpg
"
Homunculus
",Japon,Terminé,+14ans,2003,15,Seinen,"Drame,Psychologique,Action,Aventure,Romance,Psychologie,ArtsMartiaux,Délinquants",https://www.japscan.me/imgs/mangas/homunculus.jpg
"
Homura-Sensei Wa Tabun Motenai
",Japon,EnCours,+14ans,2018,10,Josei,"SchoolLife,Comédie,Romance",https://www.japscan.me/imgs/mangas/homura-sensei-wa-tabun-motenai.jpg
"
Honey Blood
",CoréeDuSud,EnCours,+12ans,2015,44,Shōjo,"Fantastique,SchoolLife,Comédie,Ecole,Romance,Vampires,Webtoon,Webcomic",https://www.japscan.me/imgs/mangas/honey-blood.jpg
"
Honey Come Honey
",Japon,EnCours,+12ans,2017,10,Shōjo,"Comédie,Romance,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/honey-come-honey.jpg
"
Honey, I'm Going On Strike
",CoréeDuSud,EnCours,+12ans,2021,54,null,"Comédie,Romance,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/honey-i-m-going-on-strike.jpg
"
Honey So Sweet
",Japon,EnCours,+12ans,2012,8,Shōjo,"SchoolLife,TrancheDeVie,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/honey-so-sweet.jpg
"
Honey Sweet Kitchen
",Japon,EnCours,null,2011,8,"Seinen,Josei,ShounenAi","SchoolLife,Comédie,Romance,HaremInversé,SliceOfLife,Cooking",https://www.japscan.me/imgs/mangas/honey-sweet-kitchen.jpg
"
Honey Trap Share House
",Japon,EnCours,null,2021,2,null,"SchoolLife,Comédie,Romance,HaremInversé,SliceOfLife,Cooking",https://www.japscan.me/imgs/mangas/honey-trap-share-house.jpg
"
Honey X Honey
",Japon,Terminé,+14ans,2004,8,Shōjo,"Drame,Psychologique,SchoolLife,Sport,TrancheDeVie,Comédie,Ecole,Romance,Erotique,Smut,Basketball",https://www.japscan.me/imgs/mangas/honey-x-honey.jpg
"
Honkai Impact 3rd - 2nd Herrscher
",Japon,EnCours,+14ans,null,39,Shōjo,"Drame,Psychologique,SchoolLife,Sport,TrancheDeVie,Comédie,Ecole,Romance,Erotique,Smut,Basketball",https://www.japscan.me/imgs/mangas/honkai-impact-3rd-2nd-herrscher.jpg
"
Honzuki No Gekokujou
",Japon,EnCours,+12ans,2015,7,Seinen,"Drame,Romance,AutreMonde,Isekai,Réincarnation,Fantasy,ShoujoAi,Littérature,SliceOfLife",https://www.japscan.me/imgs/mangas/honzuki-no-gekokujou.jpg
"
Hooves Of Death
",Japon,EnCours,+12ans,2020,1,null,"Drame,Romance,AutreMonde,Isekai,Réincarnation,Fantasy,ShoujoAi,Littérature,SliceOfLife",https://www.japscan.me/imgs/mangas/hooves-of-death.jpg
"
Hope You'Ve Been Well
",Chine,EnCours,+14ans,2020,30,ShounenAi,"Romance,Webtoon",https://www.japscan.me/imgs/mangas/hope-you-ve-been-well.jpg
"
Horimiya
",Japon,EnCours,+12ans,2011,13,Shōnen,"SchoolLife,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/horimiya.jpg
"
Horion
",Japon,EnCours,+10ans,2017,56,Shōnen,"Fantastique,Action,Aventure,Amitié,Combats,Voyage,ChasseurDePrime,Assassinat,Philosophique",https://www.japscan.me/imgs/mangas/horion.jpg
"
Horizon
",CoréeDuSud,Terminé,+16ans,2017,21,Shōnen,"Drame,Psychologique,Action,Aventure,Historique,Tragédie,Thriller",https://www.japscan.me/imgs/mangas/horizon.jpg
"
Hoshikuzu No Sorakil
",Japon,EnCours,+14ans,2017,00,Shōnen,"Action,Science-fiction,Aliens,Oneshot",https://www.japscan.me/imgs/mangas/hoshikuzu-no-sorakil.jpg
"
Hoshin
",Japon,Terminé,+10ans,1996,23,Shōnen,"Fantastique,Drame,Surnaturel,Démons,Action,Comédie,Aventure,Historique,Fantasy,Folklore,Mythologie",https://www.japscan.me/imgs/mangas/hoshin.jpg
"
Hoshino, Me Wo Tsubutte
",Japon,Terminé,+12ans,2016,13,Shōnen,"Drame,SchoolLife,Comédie,Ecole,Romance,Amour,Secret",https://www.japscan.me/imgs/mangas/hoshino-me-wo-tsubutte.jpg
"
Host Club - Le Lycée De La Séduction
",Japon,Terminé,+12ans,2003,18,Shōjo,"Drame,SchoolLife,TrancheDeVie,Comédie,Ecole,Romance,Harem,GenderBender,Parodie,HaremInversé,Crossdressing",https://www.japscan.me/imgs/mangas/host-club-le-lycee-de-la-seduction.jpg
"
Hotarubi No Tomoru Koro Ni
",Japon,EnCours,+12ans,2016,4,Seinen,"Suspense,Drame,Mystère,Surnaturel,Horreur,Gore,Tragédie,Mort,Thriller,Campagne",https://www.japscan.me/imgs/mangas/hotarubi-no-tomoru-koro-ni.jpg
"
Hotaru No Hikari
",Japon,EnCours,+16ans,2004,15,Josei,"Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hotaru-no-hikari.jpg
"
Hot-Blooded Woman
",CoréeDuSud,Terminé,+14ans,2002,24,Shōjo,"Drame,Psychologique,SchoolLife,Surnaturel,Action,Comédie,Ecole,Romance,ArtsMartiaux",https://www.japscan.me/imgs/mangas/hot-blooded-woman.jpg
"
Hotel
",Japon,Terminé,+14ans,2008,1,Seinen,"Fantastique,Drame,Mature,Psychologique,Tragique,Ecchi,Action,Romance,Science-fiction,Fantasy",https://www.japscan.me/imgs/mangas/hotel.jpg
"
Hotel S.L
",Japon,EnCours,+12ans,2013,2,Josei,"Action,Comédie,Aventure,SliceOfLife,Cooking",https://www.japscan.me/imgs/mangas/hotel-s-l.jpg
"
Hot Gimmick
",Japon,Terminé,+12ans,2001,12,Shōjo,"Drame,Mature,Comédie,Romance,Harem,Smut",https://www.japscan.me/imgs/mangas/hot-gimmick.jpg
"
Hot Mother
",Chine,EnCours,+12ans,null,12,Shōjo,"Drame,Mature,Comédie,Romance,Harem,Smut",https://www.japscan.me/imgs/mangas/hot-mother.jpg
"
Houkago, Koishita.
",Japon,EnCours,+12ans,2016,26,Shōjo,"Sports,Romance",https://www.japscan.me/imgs/mangas/houkago-koishita.jpg
"
Houkago Wa, Isekai Kissa De Coffee Wo
",Japon,EnCours,+12ans,2017,26,null,"Sports,Romance",https://www.japscan.me/imgs/mangas/houkago-wa-isekai-kissa-de-coffee-wo.jpg
"
Houkago X Ponytail
",Japon,Terminé,+14ans,2012,1,Shōjo,"SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/houkago-x-ponytail.jpg
"
House Of Horrors
",Chine,EnCours,+14ans,2020,1,null,"SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/house-of-horrors.jpg
"
How A Time-Limited Villainess Gets Revenge
",CoréeDuSud,EnCours,+14ans,2022,5,null,"SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/how-a-time-limited-villainess-gets-revenge.jpg
